Area Type, Area, Area Name, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,1,Capital Region,990,48530,46630,34280,55660
10,1,Capital Region,60,43280,41760,31320,49260
10,1,Capital Region,350,58850,58220,41200,67680
10,1,Capital Region,90,41510,40470,30060,47230
10,1,Capital Region,70,41230,43970,30580,46550
10,1,Capital Region,140,31900,33480,22610,36550
10,1,Capital Region,n/a,37640,37610,29590,41660
10,1,Capital Region,60,34450,35820,29200,37080
10,1,Capital Region,70,49060,47290,36230,55480
10,1,Capital Region,440,79550,82950,61670,88480
10,1,Capital Region,970,54820,53280,36970,63750
10,1,Capital Region,170,53670,53800,37700,61660
10,1,Capital Region,960,59820,59200,43110,68180
10,1,Capital Region,350,52850,48760,35740,61400
10,1,Capital Region,130,60350,60630,51890,64590
10,1,Capital Region,350,81080,88960,54190,94520
10,1,Capital Region,920,62140,68560,29440,78500
10,1,Capital Region,130,53140,47740,33610,62900
10,1,Capital Region,50,60390,59940,47190,67000
10,1,Capital Region,5110,42350,41040,29100,48980
10,1,Capital Region,n/a,37080,37850,30770,40230
10,1,Capital Region,n/a,40880,42370,30470,46090
10,1,Capital Region,300,32790,31050,22350,38010
10,1,Capital Region,280,46220,44890,25960,56340
10,1,Capital Region,22520,42400,38470,25980,50600
10,1,Capital Region,1710,70840,66270,42740,84890
10,1,Capital Region,470,35160,34120,24930,40270
10,1,Capital Region,n/a,58890,51820,34520,71080
10,1,Capital Region,4800,32820,30910,23980,37230
10,1,Capital Region,960,28980,28320,22580,32180
10,1,Capital Region,330,36160,33560,24290,42090
10,1,Capital Region,110,34730,35100,24590,39790
10,1,Capital Region,n/a,26160,24450,23340,27580
10,1,Capital Region,80,32040,28880,22980,36570
10,1,Capital Region,350,35060,34400,25170,40010
10,1,Capital Region,n/a,30410,27420,22900,34160
10,1,Capital Region,100,38970,37500,24980,45960
10,1,Capital Region,n/a,56810,57550,45850,62280
10,1,Capital Region,n/a,42660,41480,34230,46880
10,1,Capital Region,260,35550,34950,25760,40440
10,1,Capital Region,n/a,37980,34240,26340,43800
10,1,Capital Region,n/a,37260,36730,28750,41520
10,1,Capital Region,50,43690,41580,27890,51590
10,1,Capital Region,840,48990,48480,33960,56500
10,1,Capital Region,80,50690,54660,36780,57650
10,1,Capital Region,180,37110,35200,27670,41830
10,1,Capital Region,110,54390,53160,39860,61660
10,1,Capital Region,710,49610,48170,35360,56730
10,1,Capital Region,n/a,36920,38600,26580,42090
10,1,Capital Region,190,41330,39250,27390,48300
10,1,Capital Region,720,37310,33650,23590,44170
10,1,Capital Region,190,35230,34310,23390,41140
10,1,Capital Region,560,26430,24840,22600,28350
10,1,Capital Region,120,29180,28320,22810,32360
10,1,Capital Region,240,30730,28670,22690,34760
10,1,Capital Region,n/a,32260,30510,29430,33670
10,1,Capital Region,210,42680,40650,32100,47980
10,1,Capital Region,n/a,40120,37350,30160,45100
10,1,Capital Region,100,39350,37770,31580,43240
10,1,Capital Region,100,36620,34210,28650,40610
10,1,Capital Region,140,83380,88170,56640,96750
10,1,Capital Region,420,55050,55670,41790,61680
10,1,Capital Region,430,51450,50950,40350,57000
10,1,Capital Region,390,58780,57070,41770,67290
10,1,Capital Region,90,58530,58340,47840,63870
10,1,Capital Region,70,39510,39390,31580,43480
10,1,Capital Region,170,41330,40990,30400,46790
10,1,Capital Region,n/a,29820,29010,27130,31170
10,1,Capital Region,720,45630,44650,33030,51940
10,1,Capital Region,n/a,40450,40870,24640,48350
10,1,Capital Region,200,38320,36880,27590,43690
10,1,Capital Region,420,48410,48280,38580,53320
10,1,Capital Region,60,48200,49410,36190,54210
10,1,Capital Region,1660,50650,47800,29520,61220
10,1,Capital Region,n/a,55360,48560,32530,66770
10,1,Capital Region,80,36940,36190,22170,44330
10,1,Capital Region,110,43800,44750,32040,49680
10,1,Capital Region,540,36060,32790,25330,41430
10,1,Capital Region,270,38360,36680,29100,42980
10,1,Capital Region,80,53430,50610,37780,61260
10,1,Capital Region,n/a,38800,35280,23810,46290
10,1,Capital Region,n/a,33280,31810,26420,36710
10,1,Capital Region,670,45720,46330,35700,50730
10,1,Capital Region,650,35360,32090,23980,41040
10,1,Capital Region,230,33620,26220,22840,39010
10,1,Capital Region,27970,37880,35400,24250,44690
10,1,Capital Region,1160,56400,54070,36650,66280
10,1,Capital Region,n/a,83810,98170,40310,105560
10,1,Capital Region,n/a,73330,65260,56650,81660
10,1,Capital Region,n/a,36480,36130,21632,44040
10,1,Capital Region,3530,40170,37040,26570,46970
10,1,Capital Region,1240,31660,27670,21632,36720
10,1,Capital Region,5170,45040,42930,34610,50260
10,1,Capital Region,2320,37630,33520,23890,44510
10,1,Capital Region,990,27440,25720,22020,30140
10,1,Capital Region,360,31000,26020,22720,35140
10,1,Capital Region,n/a,52650,46990,25790,66080
10,1,Capital Region,n/a,80610,65300,48740,96550
10,1,Capital Region,570,26290,24350,22200,28340
10,1,Capital Region,340,26060,25120,22710,27740
10,1,Capital Region,80,66060,64900,54770,71710
10,1,Capital Region,70,84710,77550,53980,100080
10,1,Capital Region,n/a,36090,34730,25460,41410
10,1,Capital Region,80,46720,45930,29890,55130
10,1,Capital Region,170,48990,47180,32990,57000
10,1,Capital Region,1400,38550,38080,28320,43660
10,1,Capital Region,860,29540,25110,22600,33010
10,1,Capital Region,7410,32720,30420,22880,37630
10,1,Capital Region,80,37430,37080,28590,41840
10,1,Capital Region,1050,33170,30970,22660,38430
10,1,Capital Region,300,41740,38910,31810,46700
10,2,Central New York Region,345500,50260,38970,23840,63470
10,2,Central New York Region,14060,117000,101370,59480,145760
10,2,Central New York Region,500,163740,148400,104350,193440
10,2,Central New York Region,5540,116600,91890,51680,149070
10,2,Central New York Region,470,91510,93670,80850,96830
10,2,Central New York Region,n/a,106840,108470,51430,134540
10,2,Central New York Region,190,151040,142950,84390,184370
10,2,Central New York Region,590,144870,128080,87870,173370
10,2,Central New York Region,90,119960,111720,69010,145440
10,2,Central New York Region,380,102640,96980,67130,120390
10,2,Central New York Region,510,141880,131160,98040,163800
10,2,Central New York Region,720,146140,130080,88630,174900
10,2,Central New York Region,320,112480,103880,75210,131120
10,2,Central New York Region,110,144830,122570,90140,172170
10,2,Central New York Region,150,97090,89960,68990,111140
10,2,Central New York Region,n/a,139250,129380,82250,167750
10,2,Central New York Region,200,121320,115550,74590,144690
10,2,Central New York Region,70,133100,128320,79170,160070
10,2,Central New York Region,370,113530,94960,68100,136250
10,2,Central New York Region,100,58520,44320,34090,70740
10,2,Central New York Region,590,99050,99800,78060,109550
10,2,Central New York Region,360,109810,98790,67420,131010
10,2,Central New York Region,n/a,107940,99940,70100,126860
10,2,Central New York Region,440,149040,144900,109970,168570
10,2,Central New York Region,320,59160,52210,42350,67570
10,2,Central New York Region,n/a,77120,61220,52150,89610
10,2,Central New York Region,730,114330,100820,76630,133180
10,2,Central New York Region,50,114220,107490,86910,127880
10,2,Central New York Region,60,77100,75630,66390,82460
10,2,Central New York Region,70,105690,93850,58820,129130
10,2,Central New York Region,480,69950,62380,44780,82530
10,2,Central New York Region,n/a,80040,79180,47570,96280
10,2,Central New York Region,460,104650,95590,47240,133360
10,2,Central New York Region,13700,72820,66380,44160,87150
10,2,Central New York Region,910,66130,64180,42370,78010
10,2,Central New York Region,1150,70090,69070,44350,82950
10,2,Central New York Region,70,81290,67360,56680,93600
10,2,Central New York Region,740,65490,61340,43320,76570
10,2,Central New York Region,470,66270,61820,45270,76780
10,2,Central New York Region,980,67390,64030,45560,78300
10,2,Central New York Region,160,78160,77940,56530,88980
10,2,Central New York Region,130,77670,75800,54220,89390
10,2,Central New York Region,740,99200,83400,54560,121510
10,2,Central New York Region,190,47850,45960,32960,55290
10,2,Central New York Region,190,54020,49720,35780,63130
10,2,Central New York Region,320,69790,67230,45180,82100
10,2,Central New York Region,780,65880,60250,39570,79030
10,2,Central New York Region,950,72820,64310,41820,88310
10,2,Central New York Region,990,78190,73300,48510,93040
10,2,Central New York Region,2500,74990,68480,47950,88510
10,2,Central New York Region,180,55350,54150,39810,63120
10,2,Central New York Region,n/a,75020,73720,58530,83260
10,2,Central New York Region,110,67320,56890,39490,81230
10,2,Central New York Region,300,85260,78860,57200,99280
10,2,Central New York Region,440,71190,50790,38640,87460
10,2,Central New York Region,250,87200,83720,58970,101310
10,2,Central New York Region,90,88340,83560,55210,104900
10,2,Central New York Region,80,47970,40560,34870,54520
10,2,Central New York Region,500,80830,61280,35850,103310
10,2,Central New York Region,110,69710,68630,46610,81260
10,2,Central New York Region,60,74980,73650,49330,87810
10,2,Central New York Region,6840,79840,75110,48180,95660
10,2,Central New York Region,n/a,118810,110950,82840,136790
10,2,Central New York Region,660,81500,75830,51770,96370
10,2,Central New York Region,80,92510,80500,62530,107490
10,2,Central New York Region,550,78990,77530,51350,92810
10,2,Central New York Region,960,92360,84640,66010,105530
10,2,Central New York Region,780,108690,105490,74340,125870
10,2,Central New York Region,240,60970,56020,38410,72250
10,2,Central New York Region,120,74760,66330,50650,86810
10,2,Central New York Region,650,74590,72430,48960,87400
10,2,Central New York Region,390,93070,88750,55820,111700
10,2,Central New York Region,1630,58550,59560,37390,69140
10,2,Central New York Region,350,72170,68780,47800,84350
10,2,Central New York Region,140,84540,77680,61650,95990
10,2,Central New York Region,190,89190,85840,61870,102850
10,2,Central New York Region,n/a,77570,79500,58470,87120
10,2,Central New York Region,6380,82690,79170,52390,97830
10,2,Central New York Region,230,82280,81450,55350,95750
10,2,Central New York Region,n/a,73780,74460,55510,82920
10,2,Central New York Region,n/a,66860,63250,58710,70930
10,2,Central New York Region,60,63670,59090,48610,71200
10,2,Central New York Region,n/a,116260,102250,71030,138870
10,2,Central New York Region,680,91100,85540,67570,102870
10,2,Central New York Region,90,107930,106650,65780,129000
10,2,Central New York Region,640,99090,94690,70420,113430
10,2,Central New York Region,190,100720,92060,63930,119110
10,2,Central New York Region,320,85420,79420,59920,98170
10,2,Central New York Region,80,87420,82180,65080,98580
10,2,Central New York Region,940,86180,83050,64490,97030
10,2,Central New York Region,60,82120,85850,54040,96160
10,2,Central New York Region,820,85620,85300,62770,97040
10,2,Central New York Region,n/a,122250,123460,101180,132780
10,2,Central New York Region,370,100970,100240,65710,118610
10,2,Central New York Region,250,60480,59460,40010,70720
10,2,Central New York Region,110,62490,61020,44200,71630
10,2,Central New York Region,230,58910,58100,39130,68800
10,2,Central New York Region,n/a,50950,48140,37040,57900
10,2,Central New York Region,80,64940,65240,49240,72790
10,2,Central New York Region,410,59270,58070,37400,70210
10,2,Central New York Region,80,48790,48220,31980,57200
10,2,Central New York Region,140,56610,53640,41510,64160
10,2,Central New York Region,90,56490,51550,39320,65070
10,2,Central New York Region,90,49800,51830,35100,57150
10,2,Central New York Region,100,45000,43010,29650,52670
10,2,Central New York Region,3260,81530,68700,35080,104750
10,2,Central New York Region,n/a,42620,38010,36470,45700
10,2,Central New York Region,n/a,80600,75070,48770,96520
10,2,Central New York Region,80,70960,64140,52530,80170
10,2,Central New York Region,n/a,74220,68490,56780,82940
10,2,Central New York Region,n/a,147780,152250,123760,159800
10,2,Central New York Region,n/a,85620,66200,52220,102330
10,2,Central New York Region,230,73620,69560,48360,86240
10,2,Central New York Region,60,79710,76310,52760,93190
10,2,Central New York Region,n/a,88690,96910,55480,105290
10,2,Central New York Region,430,74750,74750,54130,85050
10,2,Central New York Region,50,69050,69550,49700,78730
10,2,Central New York Region,n/a,31080,28300,25100,34060
10,2,Central New York Region,n/a,71440,73290,51820,81250
10,2,Central New York Region,n/a,39930,41580,28690,45540
10,2,Central New York Region,260,48920,45540,34280,56240
10,2,Central New York Region,n/a,35920,30760,22180,42780
10,2,Central New York Region,330,35320,33020,26850,39550
10,2,Central New York Region,n/a,45120,42870,29880,52730
10,2,Central New York Region,210,35380,31330,23640,41250
10,2,Central New York Region,7050,48170,44750,29110,57700
10,2,Central New York Region,850,61660,64090,38120,73430
10,2,Central New York Region,n/a,42560,41350,33190,47240
10,2,Central New York Region,150,36350,31900,23380,42840
10,2,Central New York Region,650,42550,40390,31790,47930
10,2,Central New York Region,n/a,51790,52520,34780,60300
10,2,Central New York Region,720,47450,45190,31400,55480
10,2,Central New York Region,360,52020,50450,38850,58600
10,2,Central New York Region,430,57210,56840,39170,66230
10,2,Central New York Region,470,61260,61130,51740,66020
10,2,Central New York Region,210,62340,58880,40630,73190
10,2,Central New York Region,280,67590,70200,51110,75820
10,2,Central New York Region,1750,32940,30290,25560,36630
10,2,Central New York Region,180,41840,38500,30170,47680
10,2,Central New York Region,420,53040,50030,35760,61680
10,2,Central New York Region,350,52650,45840,28740,64600
10,2,Central New York Region,130,42900,42990,27300,50700
10,2,Central New York Region,n/a,24440,21632,21632,26420
10,2,Central New York Region,2270,86780,72340,42620,108870
10,2,Central New York Region,1270,96750,87030,53150,118550
10,2,Central New York Region,n/a,103660,97790,76630,117170
10,2,Central New York Region,190,156330,157050,142080,163460
10,2,Central New York Region,610,49570,47280,33380,57670
10,2,Central New York Region,n/a,87460,82610,69100,96640
10,2,Central New York Region,50,64830,55580,44450,75010
10,2,Central New York Region,30660,62310,55800,27600,79670
10,2,Central New York Region,370,82620,79260,46410,100720
10,2,Central New York Region,140,76020,71420,46590,90730
10,2,Central New York Region,240,93640,77780,47280,116820
10,2,Central New York Region,200,88620,69850,46370,109740
10,2,Central New York Region,n/a,113830,103890,64150,138670
10,2,Central New York Region,130,78680,70410,47520,94260
10,2,Central New York Region,80,97060,82990,53910,118640
10,2,Central New York Region,n/a,77650,64560,43530,94710
10,2,Central New York Region,110,95170,80060,56390,114560
10,2,Central New York Region,70,100860,75440,46990,127800
10,2,Central New York Region,200,85140,75890,51090,102170
10,2,Central New York Region,80,77360,70280,42910,94590
10,2,Central New York Region,n/a,124820,101220,56430,159020
10,2,Central New York Region,150,79100,77510,59380,88960
10,2,Central New York Region,330,68720,61800,37760,84190
10,2,Central New York Region,n/a,57540,51540,39620,66500
10,2,Central New York Region,400,83050,67310,44120,102520
10,2,Central New York Region,110,60560,59830,40260,70710
10,2,Central New York Region,440,74750,63770,45050,89600
10,2,Central New York Region,170,74640,63240,43030,90440
10,2,Central New York Region,120,71270,63920,41280,86260
10,2,Central New York Region,110,69680,63560,46320,81350
10,2,Central New York Region,840,39580,36830,22380,48180
10,2,Central New York Region,180,51750,50980,35230,60010
10,2,Central New York Region,240,51060,49280,34290,59450
10,2,Central New York Region,n/a,101390,95530,54820,124680
10,2,Central New York Region,1110,30460,26100,22190,34590
10,2,Central New York Region,240,62380,62860,42250,72440
10,2,Central New York Region,3060,65860,64220,51920,72820
10,2,Central New York Region,1970,69770,65310,54450,77430
10,2,Central New York Region,140,72340,70260,58600,79210
10,2,Central New York Region,2900,73980,71870,48850,86550
10,2,Central New York Region,240,78290,76350,57880,88500
10,2,Central New York Region,210,61790,56870,40500,72430
10,2,Central New York Region,590,67210,67040,52640,74500
10,2,Central New York Region,260,73080,69560,55760,81740
10,2,Central New York Region,450,80580,73090,54050,93840
10,2,Central New York Region,510,69730,64640,46230,81480
10,2,Central New York Region,560,37140,33740,21880,44770
10,2,Central New York Region,270,50100,49420,30590,59850
10,2,Central New York Region,2650,34330,32510,24020,39490
10,2,Central New York Region,n/a,50220,42240,26160,62250
10,2,Central New York Region,n/a,44210,30660,27770,52430
10,2,Central New York Region,n/a,36080,33440,21632,43770
10,2,Central New York Region,570,62450,62210,45340,71010
10,2,Central New York Region,n/a,26240,22420,21632,29100
10,2,Central New York Region,n/a,59000,54020,33840,71580
10,2,Central New York Region,400,59560,58510,50820,63930
10,2,Central New York Region,5370,29200,27140,21632,33090
10,2,Central New York Region,n/a,42030,39100,28510,48780
10,2,Central New York Region,3770,50980,44110,27440,62750
10,2,Central New York Region,n/a,70630,66400,42160,84870
10,2,Central New York Region,n/a,64540,51570,34480,79570
10,2,Central New York Region,n/a,42980,37640,36150,46390
10,2,Central New York Region,n/a,57310,56270,37870,67040
10,2,Central New York Region,100,31000,29750,23720,34630
10,2,Central New York Region,440,46910,42720,30560,55090
10,2,Central New York Region,50,68840,61490,43220,81640
10,2,Central New York Region,200,35630,33180,22210,42330
10,2,Central New York Region,n/a,33280,28250,21760,39030
10,2,Central New York Region,240,50620,41250,31720,60070
10,2,Central New York Region,n/a,35980,34570,21860,43040
10,2,Central New York Region,540,50520,47630,29160,61200
10,2,Central New York Region,100,59590,49000,21632,78780
10,2,Central New York Region,90,35500,23640,21632,42910
10,2,Central New York Region,50,35260,28970,23510,41130
10,2,Central New York Region,60,49440,42670,27090,60610
10,2,Central New York Region,450,58840,54070,35120,70700
10,2,Central New York Region,170,64060,54790,34010,79080
10,2,Central New York Region,80,75430,75700,50670,87810
10,2,Central New York Region,60,51890,49960,27910,63880
10,2,Central New York Region,n/a,42130,31080,22810,51790
10,2,Central New York Region,380,43350,43980,26960,51540
10,2,Central New York Region,70,42590,34780,27030,50360
10,2,Central New York Region,n/a,30840,32280,24400,34060
10,2,Central New York Region,60,51020,40600,31860,60610
10,2,Central New York Region,22010,76300,61290,38150,95370
10,2,Central New York Region,400,181750,155000,116070,214590
10,2,Central New York Region,n/a,222050,166230,146490,259830
10,2,Central New York Region,n/a,146050,143130,95940,171100
10,2,Central New York Region,190,63560,62380,51710,69490
10,2,Central New York Region,80,120070,112150,93030,133590
10,2,Central New York Region,680,132390,137520,106410,145380
10,2,Central New York Region,80,212220,198650,129560,253540
10,2,Central New York Region,50,227040,210090,152470,264330
10,2,Central New York Region,n/a,202900,185710,129000,239850
10,2,Central New York Region,n/a,199040,183600,148570,224270
10,2,Central New York Region,60,204950,195580,139330,237760
10,2,Central New York Region,80,293370,,,
10,2,Central New York Region,930,231070,,131240,280980
10,2,Central New York Region,610,108850,110960,86650,119950
10,2,Central New York Region,n/a,179570,170680,97790,220460
10,2,Central New York Region,330,77100,71350,52840,89230
10,2,Central New York Region,760,80110,77030,60920,89710
10,2,Central New York Region,50,51720,52230,31890,61640
10,2,Central New York Region,250,58130,56310,45330,64530
10,2,Central New York Region,400,73840,70210,52170,84680
10,2,Central New York Region,160,129050,114540,76380,155380
10,2,Central New York Region,6600,65520,64160,50510,73030
10,2,Central New York Region,50,156980,157150,152900,159010
10,2,Central New York Region,n/a,99730,100420,85030,107070
10,2,Central New York Region,610,104410,102050,80880,116170
10,2,Central New York Region,n/a,93470,95610,89720,95350
10,2,Central New York Region,920,52100,53600,39150,58570
10,2,Central New York Region,630,68530,69390,57940,73820
10,2,Central New York Region,130,65060,65950,38460,78360
10,2,Central New York Region,180,72410,71990,56620,80310
10,2,Central New York Region,n/a,80670,80510,66740,87640
10,2,Central New York Region,650,60880,59520,44370,69130
10,2,Central New York Region,90,72970,70430,58160,80370
10,2,Central New York Region,850,35300,34790,24550,40680
10,2,Central New York Region,n/a,45060,45850,37350,48910
10,2,Central New York Region,650,31720,31400,24070,35550
10,2,Central New York Region,n/a,32310,31030,26730,35100
10,2,Central New York Region,n/a,50870,48860,43970,54310
10,2,Central New York Region,210,46470,45830,33290,53060
10,2,Central New York Region,240,39910,38730,32510,43610
10,2,Central New York Region,210,36480,35730,28160,40640
10,2,Central New York Region,3100,40840,39370,34940,43780
10,2,Central New York Region,500,42680,40290,29930,49060
10,2,Central New York Region,190,50080,53000,33550,58350
10,2,Central New York Region,n/a,112700,136130,63690,137200
10,2,Central New York Region,220,53650,54220,36930,62020
10,2,Central New York Region,210,74960,72310,54810,85040
10,2,Central New York Region,n/a,52770,53650,45150,56590
10,2,Central New York Region,100,47370,45390,28610,56750
10,2,Central New York Region,9200,32670,30680,24080,36960
10,2,Central New York Region,1500,30540,26590,23290,34170
10,2,Central New York Region,160,40220,40880,30990,44840
10,2,Central New York Region,3990,29580,28890,23490,32630
10,2,Central New York Region,80,29370,27300,23240,32430
10,2,Central New York Region,50,47430,46870,35770,53260
10,2,Central New York Region,n/a,35600,36400,30660,38070
10,2,Central New York Region,250,45480,43600,36810,49810
10,2,Central New York Region,90,28950,28740,23410,31720
10,2,Central New York Region,80,61200,40030,31150,76230
10,2,Central New York Region,1020,37790,36650,29720,41820
10,2,Central New York Region,670,35060,32680,27380,38900
10,2,Central New York Region,70,36520,34490,28570,40490
10,2,Central New York Region,170,37810,37610,28130,42640
10,2,Central New York Region,140,29250,24220,23050,32350
10,2,Central New York Region,270,34920,33260,23380,40700
10,2,Central New York Region,400,32620,31340,27090,35380
10,2,Central New York Region,230,35230,33900,22790,41450
10,2,Central New York Region,7210,54360,53100,28580,67250
10,2,Central New York Region,150,75380,74820,57710,84220
10,2,Central New York Region,320,86540,80110,65750,96940
10,2,Central New York Region,n/a,73010,72060,58810,80110
10,2,Central New York Region,140,60910,58850,35620,73550
10,2,Central New York Region,140,55590,57540,38370,64200
10,2,Central New York Region,n/a,58780,56780,45870,65240
10,2,Central New York Region,120,51830,53580,25190,65150
10,2,Central New York Region,1460,58710,58620,45220,65450
10,2,Central New York Region,290,87150,84660,61400,100020
10,2,Central New York Region,1290,64130,63660,44410,73980
10,2,Central New York Region,50,31920,31640,27610,34080
10,2,Central New York Region,n/a,43140,44070,29670,49880
10,2,Central New York Region,2020,47440,40240,25080,58620
10,2,Central New York Region,140,22920,21632,21632,23980
10,2,Central New York Region,250,23970,21632,21632,25540
10,2,Central New York Region,90,39630,38100,34060,42410
10,2,Central New York Region,630,30250,27360,21632,34630
10,2,Central New York Region,31360,25710,22940,21632,28080
10,2,Central New York Region,240,48890,47980,35080,55800
10,2,Central New York Region,2040,34790,31560,24700,39840
10,2,Central New York Region,490,22360,21632,21632,23080
10,2,Central New York Region,850,32050,30960,23930,36100
10,2,Central New York Region,2660,26840,24910,22610,28960
10,2,Central New York Region,460,25210,24630,22050,26790
10,2,Central New York Region,n/a,32420,32080,30160,33540
10,2,Central New York Region,2280,25060,22810,21632,27150
10,2,Central New York Region,2070,26220,24540,21632,28800
10,2,Central New York Region,9330,23350,21632,21632,24550
10,2,Central New York Region,940,23720,22750,21632,24960
10,2,Central New York Region,5710,26410,21920,21632,29220
10,2,Central New York Region,810,24170,21970,21632,25760
10,2,Central New York Region,1090,23580,21750,21632,24950
10,2,Central New York Region,1280,22380,21632,21632,23120
10,2,Central New York Region,810,23360,21880,21632,24630
10,2,Central New York Region,290,22900,22740,21760,23460
10,2,Central New York Region,12430,31490,27680,22130,36170
10,2,Central New York Region,420,49240,49020,32830,57450
10,2,Central New York Region,240,49230,49500,32080,57810
10,2,Central New York Region,7170,31210,27940,22100,35760
10,2,Central New York Region,1770,27790,24160,21632,30880
10,2,Central New York Region,90,33170,31190,24030,37740
10,2,Central New York Region,2490,29430,27500,22270,33010
10,2,Central New York Region,n/a,42190,35170,22300,52140
10,2,Central New York Region,n/a,48480,48120,45110,50170
10,2,Central New York Region,12980,28920,25050,22200,32280
10,2,Central New York Region,730,38430,37630,29370,42960
10,2,Central New York Region,450,27630,24070,21632,30630
10,2,Central New York Region,310,22490,21632,21632,23350
10,2,Central New York Region,650,22300,21632,21632,23070
10,2,Central New York Region,n/a,34200,30690,28290,37160
10,2,Central New York Region,50,26130,23390,21632,28590
10,2,Central New York Region,n/a,61710,61070,45920,69600
10,2,Central New York Region,630,29970,24080,21890,34010
10,2,Central New York Region,520,24280,23880,22260,25300
10,2,Central New York Region,100,33710,35140,22890,39120
10,2,Central New York Region,130,25890,21632,21632,28460
10,2,Central New York Region,90,36640,34320,23150,43380
10,2,Central New York Region,60,31450,26320,21632,36730
10,2,Central New York Region,1440,25130,23660,21632,26920
10,2,Central New York Region,5420,27290,25150,23160,29350
10,2,Central New York Region,880,40640,35320,21632,50340
10,2,Central New York Region,910,31250,28160,22450,35650
10,2,Central New York Region,360,31580,29500,22150,36300
10,2,Central New York Region,n/a,27650,26870,23340,29800
10,2,Central New York Region,34790,41110,26750,21810,50760
10,2,Central New York Region,2850,48010,42960,31540,56240
10,2,Central New York Region,790,91150,85410,43950,114750
10,2,Central New York Region,8020,23340,22010,21632,24590
10,2,Central New York Region,1050,29100,24580,21632,32900
10,2,Central New York Region,880,35200,32090,23940,40830
10,2,Central New York Region,12380,28560,23810,21632,32100
10,2,Central New York Region,190,62930,49280,27900,80440
10,2,Central New York Region,690,91290,60120,34550,119660
10,2,Central New York Region,640,72270,56820,37080,89860
10,2,Central New York Region,200,33730,30470,24100,38550
10,2,Central New York Region,1720,57910,51480,30660,71530
10,2,Central New York Region,760,79540,76350,50470,94080
10,2,Central New York Region,3710,76480,61990,37210,96120
10,2,Central New York Region,n/a,28540,24710,23260,31180
10,2,Central New York Region,n/a,72910,75140,61920,78400
10,2,Central New York Region,170,88060,64460,41530,111330
10,2,Central New York Region,120,107200,102600,77610,121990
10,2,Central New York Region,n/a,25900,23490,22450,27620
10,2,Central New York Region,110,40960,31560,22270,50300
10,2,Central New York Region,56760,39510,36180,24990,46760
10,2,Central New York Region,4270,60370,58260,38020,71550
10,2,Central New York Region,170,30680,25650,22360,34840
10,2,Central New York Region,570,41630,37080,27270,48810
10,2,Central New York Region,1330,42920,37830,29720,49510
10,2,Central New York Region,4340,40430,38790,28710,46280
10,2,Central New York Region,490,42160,39100,29930,48270
10,2,Central New York Region,210,44700,42840,29740,52180
10,2,Central New York Region,860,30070,29700,23870,33170
10,2,Central New York Region,90,41120,37510,22850,50260
10,2,Central New York Region,90,52670,48270,37360,60320
10,2,Central New York Region,290,45230,40430,31760,51970
10,2,Central New York Region,n/a,39730,39360,27500,45840
10,2,Central New York Region,7410,39890,35540,25080,47300
10,2,Central New York Region,510,48160,47710,38140,53180
10,2,Central New York Region,230,32500,30810,23460,37020
10,2,Central New York Region,690,27420,23380,21632,30350
10,2,Central New York Region,560,36230,33770,26140,41280
10,2,Central New York Region,380,30420,26260,22300,34480
10,2,Central New York Region,230,42210,43640,32120,47260
10,2,Central New York Region,290,36680,36610,26190,41930
10,2,Central New York Region,390,39920,39720,29820,44960
10,2,Central New York Region,3610,31200,29820,23390,35100
10,2,Central New York Region,130,30770,25850,22940,34680
10,2,Central New York Region,230,43510,43030,34400,48070
10,2,Central New York Region,n/a,55560,58220,39590,63550
10,2,Central New York Region,240,29280,29130,23260,32290
10,2,Central New York Region,260,42970,44150,34340,47280
10,2,Central New York Region,790,44760,39680,30910,51690
10,2,Central New York Region,60,61820,62330,54090,65680
10,2,Central New York Region,260,49450,45540,37310,55520
10,2,Central New York Region,930,50360,51970,36370,57360
10,2,Central New York Region,400,48330,47290,34360,55310
10,2,Central New York Region,1130,51270,48990,33770,60020
10,2,Central New York Region,1450,34960,34220,25160,39860
10,2,Central New York Region,4630,27670,24140,21632,30740
10,2,Central New York Region,120,32510,31810,23200,37170
10,2,Central New York Region,1660,56960,56710,38640,66110
10,2,Central New York Region,500,44870,40360,31540,51530
10,2,Central New York Region,800,34150,33610,28500,36980
10,2,Central New York Region,6900,37510,36760,26000,43270
10,2,Central New York Region,n/a,40320,38120,32450,44260
10,2,Central New York Region,390,32690,31550,25630,36220
10,2,Central New York Region,890,38590,38310,29640,43060
10,2,Central New York Region,n/a,40070,37260,26490,46870
10,2,Central New York Region,540,46420,45410,34670,52290
10,2,Central New York Region,160,33140,32290,23530,37950
10,2,Central New York Region,6160,33000,30500,22520,38250
10,2,Central New York Region,220,28870,28310,22820,31890
10,2,Central New York Region,n/a,43190,45490,33670,47950
10,2,Central New York Region,n/a,57550,56470,43060,64790
10,2,Central New York Region,310,50130,48620,30460,59970
10,2,Central New York Region,240,40290,39170,23250,48820
10,2,Central New York Region,n/a,48700,50350,38030,54030
10,2,Central New York Region,n/a,24610,22300,21632,26610
10,2,Central New York Region,80,41870,41560,23690,50950
10,2,Central New York Region,n/a,47050,46000,35610,52770
10,2,Central New York Region,13180,53000,47820,32200,63400
10,2,Central New York Region,1280,72600,66390,50540,83620
